Mod:Item:MetaData, Localized Name
extratrees:binnie.whiskey.rye, 黑麦威士忌
extratrees:binnie.whiskey.wheat, 小麦威士忌
extratrees:binnie.wine.fortified, 加强葡萄酒
extratrees:binnie.tequila, 龙舌兰酒
extratrees:binnie.brandy.grape, 白兰地
extratrees:binnie.brandy.apple, 苹果白兰地
extratrees:binnie.brandy.pear, 梨白兰地
extratrees:binnie.brandy.apricot, 杏白兰地
extratrees:binnie.brandy.plum, 李子白兰地
extratrees:binnie.brandy.cherry, 樱桃白兰地
extratrees:binnie.brandy.elderberry, 接骨木果白兰地
extratrees:binnie.brandy.citrus, 柑橘白兰地
extratrees:binnie.brandy.fruit, 水果白兰地
extratrees:binnie.spirit.sugarcane, 卡沙夏
extratrees:binnie.spirit.gin, 杜松子酒
extratrees:binnie.liquor.apple, 苹果烈酒
extratrees:binnie.liquor.pear, 梨烈酒
extratrees:binnie.liquor.cherry, 樱桃烈酒
extratrees:binnie.liquor.elderberry, 接骨木果烈酒
extratrees:binnie.liquor.apricot, 杏烈酒
extratrees:binnie.liquor.fruit, 水果烈酒
extratrees:binnie.liqueur.almond, 扁桃利口酒
extratrees:binnie.liqueur.orange, 橙利口酒
extratrees:binnie.liqueur.banana, 香蕉利口酒
extratrees:binnie.liqueur.chocolate, 巧克力利口酒
extratrees:binnie.liqueur.mint, 薄荷利口酒
extratrees:binnie.liqueur.hazelnut, 榛子利口酒
extratrees:binnie.liqueur.cinnamon, 肉桂利口酒
extratrees:binnie.liqueur.coffee, 咖啡利口酒
extratrees:binnie.liqueur.melon, 西瓜利口酒
extratrees:binnie.liqueur.anise, 八角利口酒
extratrees:binnie.liqueur.peach, 桃利口酒
extratrees:binnie.liqueur.lemon, 柠檬利口酒
extratrees:binnie.liqueur.herbal, 草药利口酒
extratrees:binnie.liqueur.cherry, 樱桃利口酒
extratrees:binnie.liqueur.blackcurrant, 黑加仑利口酒
extratrees:binnie.liqueur.blackberry, 黑莓利口酒
extratrees:binnie.liqueur.raspberry, 树莓利口酒
bloodarsenal:bloodarsenal.molten_blood_infused_iron, 熔融注血铁
hammercore:iron_bordered_cobblestone, 铁边框圆石
hammercore:gold_bordered_cobblestone, 金边框圆石
hammercore:diamond_bordered_cobblestone, 钻石边框圆石
hammercore:emerald_bordered_cobblestone, 绿宝石边框圆石
hammercore:quartz_bordered_cobblestone, 石英边框圆石
hammercore:manual, 锤子核心手册
botanicadds:mana_tesseract, 魔力超立方体
botanicadds:terra_catalyst, 泰拉催化器
botanicadds:dreamrock, 梦之石
botanicadds:mana_lapis_block, 魔力青金石块
botanicadds:elven_lapis_block, 精灵青金石块
botanicadds:elvenwood_log, 精灵木
botanicadds:elven_altar, 精灵祭坛
botanicadds:pool_dreaming, 梦之魔力池
botanicadds:gaia_plate, 盖亚凝聚板
botanicadds:gaiasteel_block, 盖亚钢块
botanicadds:rune_tp, 传送符文
botanicadds:rune_energy, 能量符文
botanicadds:mana_lapis, 魔力青金石
botanicadds:elven_lapis, 精灵青金石
botanicadds:gaia_shard, 盖亚碎片
botanicadds:gaiasteel_ingot, 盖亚钢锭
botanicadds:terra_protector, 盖亚祝福
botanicadds:ring_aura_gaia, 盖亚光环之戒
botanicadds:mana_stealer_sword, 窃魔之刃
carryon:tile_item, item.tile_item.name
carryon:entity_item, item.entity_item.name
draconicadditions:inert_potato_helm, 惰性马铃薯头盔
draconicadditions:inert_potato_chest, 惰性马铃薯胸甲
draconicadditions:inert_potato_legs, 惰性马铃薯护腿
draconicadditions:inert_potato_boots, 惰性马铃薯靴子
draconicadditions:chaos_heart, 腐化龙之心
draconicadditions:chaotic_energy_core, 混沌龙能量核心
draconicadditions:hermal, 注入龙力的马铃薯
draconicadditions:chaos_stabilizer_core, 混沌稳定核心
draconicadditions:armor_generator, 装甲发电机
draconicadditions:chaotic_armor_generator, 混沌装甲发电机
draconicadditions:item_drainer, 物品能量抽取机
draconicadditions:chaos_liquefier, 混沌液化机
draconicadditions:capacitor_supplier, 充能供能台
draconicadditions:chaotic_staff_of_power, 混沌龙之力权杖
draconicadditions:chaotic_bow, 混沌龙弓
draconicadditions:chaos_container, 混沌容器
draconicadditions:portable_wired_charger:0, 基础携带式无线充能器
draconicadditions:portable_wired_charger:1, 飞龙携带式无线充能器
draconicadditions:portable_wired_charger:2, 神龙携带式无线充能器
draconicadditions:portable_wired_charger:3, 混沌携带式无线充能器
draconicadditions:portable_wired_discharger:0, 基础携带式无线放电器
draconicadditions:portable_wired_discharger:1, 飞龙携带式无线放电器
draconicadditions:portable_wired_discharger:2, 神龙携带式无线放电器
draconicadditions:portable_wired_discharger:3, 混沌携带式无线放电器
draconicadditions:infused_potato_helm, 充能马铃薯头盔
draconicadditions:infused_potato_chest, 充能马铃薯胸甲
draconicadditions:infused_potato_legs, 充能马铃薯护腿
draconicadditions:infused_potato_boots, 充能马铃薯靴子
draconicadditions:potato_helm, 活力马铃薯头盔
draconicadditions:potato_chest, 活力马铃薯胸甲
draconicadditions:potato_legs, 活力马铃薯护腿
draconicadditions:potato_boots, 活力马铃薯靴子
draconicadditions:hermal_helm, 注入龙力的马铃薯头盔
draconicadditions:hermal_chest, 注入龙力的马铃薯胸甲
draconicadditions:hermal_legs, 注入龙力的马铃薯护腿
draconicadditions:hermal_boots, 注入龙力的马铃薯靴子
draconicadditions:chaotic_helm, 混沌龙头盔
draconicadditions:chaotic_chest, 混沌龙胸甲
draconicadditions:chaotic_legs, 混沌龙护腿
draconicadditions:chaotic_boots, 混沌龙靴子
draconicadditions:basic_shield_necklace, 基础屏蔽项链
draconicadditions:wyvern_shield_necklace, 飞龙屏蔽项链
draconicadditions:draconic_shield_necklace, 神龙屏蔽项链
draconicadditions:overload_belt, 神龙重载腰带
draconicadditions:vampiric_shirt, 神龙虹吸背心
draconicadditions:inertia_cancel_ring, 惯性抵消指环
draconicadditions:chaos_crystal_stable, 半稳定混沌晶体
enderstorage:ender_storage:0, 末影箱子
enderstorage:ender_storage:1, 末影蓄水槽
enderstorage:ender_pouch, 末影袋子
eternalsingularity:eternal_singularity, [null]
eternalsingularity:combined_singularity:0, 氮化奇点
eternalsingularity:combined_singularity:1, 癫狂奇点
eternalsingularity:combined_singularity:2, 意面奇点
eternalsingularity:combined_singularity:3, 气动奇点
eternalsingularity:combined_singularity:4, 密文奇点
eternalsingularity:combined_singularity:5, 历史奇点
eternalsingularity:combined_singularity:6, 气象奇点
eternalsingularity:combined_singularity:7, 美食奇点
eternalsingularity:combined_singularity:8, 艳丽奇点
eternalsingularity:combined_singularity:9, 炫光奇点
eternalsingularity:combined_singularity:10, 机器人奇点
eternalsingularity:combined_singularity:11, 银河奇点
eternalsingularity:combined_singularity:12, 液压奇点
eternalsingularity:combined_singularity:13, 地质奇点
eternalsingularity:combined_singularity:14, 天使奇点
eternalsingularity:combined_singularity:15, 惯习奇点
extrautils2:snowglobe:0, 魔幻雪世界球
extrautils2:snowglobe:1, 魔幻雪世界球
extrautils2:wateringcan, 洒水壶
extrautils2:itemcreativedestructionwand, 创造破坏之杖
extrautils2:unstableingots:0, 不稳定金属锭
extrautils2:unstableingots:1, 稳定的不稳定金属粒
extrautils2:unstableingots:2, 稳定的不稳定金属锭
extrautils2:itembuilderswand, 建筑之杖
extrautils2:itemdestructionwand, 破坏之杖
extrautils2:itemcreativebuilderswand, 创造建筑之杖
extrautils2:soundmuffler, 消音器
extrautils2:enderlilly, 末影百合种子
extrautils2:decorativesolidwood:0, 魔法木板
extrautils2:decorativesolidwood:1, 魔法木头
extrautils2:decorativesolidwood:2, 錾制木头
extrautils2:trashcan, 垃圾桶
extrautils2:trashcanfluid, 垃圾桶（流体）
extrautils2:trashcanenergy, 垃圾桶（能量）
extrautils2:angelblock, 天使方块
extrautils2:passivegenerator:0, 太阳能面板
extrautils2:passivegenerator:1, 月光面板
extrautils2:passivegenerator:2, 熔岩发电机
extrautils2:passivegenerator:3, 水力发电机
extrautils2:passivegenerator:4, 风力发电机
extrautils2:passivegenerator:5, 火力发电机
extrautils2:passivegenerator:6, 创造模式发电机
extrautils2:passivegenerator:7, 手动发电机
extrautils2:passivegenerator:8, 龙蛋发电机
extrautils2:supermobspawner, 重构的刷怪箱
extrautils2:cursedearth, 诅咒之土
extrautils2:redstoneclock, 红石钟
extrautils2:compressedcobblestone:0, 压缩圆石
extrautils2:compressedcobblestone:1, 二重压缩圆石
extrautils2:compressedcobblestone:2, 三重压缩圆石
extrautils2:compressedcobblestone:3, 四重压缩圆石
extrautils2:compressedcobblestone:4, 五重压缩圆石
extrautils2:compressedcobblestone:5, 六重压缩圆石
extrautils2:compressedcobblestone:6, 七重压缩圆石
extrautils2:compressedcobblestone:7, 八重压缩圆石
extrautils2:compresseddirt:0, 压缩泥土
extrautils2:compresseddirt:1, 二重压缩泥土
extrautils2:compresseddirt:2, 三重压缩泥土
extrautils2:compresseddirt:3, 四重压缩泥土
extrautils2:compressedsand:0, 压缩沙子
extrautils2:compressedsand:1, 二重压缩沙子
extrautils2:compressedgravel:0, 压缩沙砾
extrautils2:compressedgravel:1, 二重压缩沙砾
extrautils2:compressednetherrack:0, 压缩地狱岩
extrautils2:compressednetherrack:1, 二重压缩地狱岩
extrautils2:compressednetherrack:2, 三重压缩地狱岩
extrautils2:compressednetherrack:3, 四重压缩地狱岩
extrautils2:compressednetherrack:4, 五重压缩地狱岩
extrautils2:compressednetherrack:5, 六重压缩地狱岩
extrautils2:glasscutter, 玻璃切割刀
extrautils2:endershard, 末影碎片
extrautils2:redorchid, 红兰花
extrautils2:sickle_wood, 木镰刀
extrautils2:sickle_stone, 石镰刀
extrautils2:sickle_iron, 铁镰刀
extrautils2:sickle_gold, 金镰刀
extrautils2:sickle_diamond, 钻石镰刀
extrautils2:poweroverload, 能量过载器
extrautils2:resonator, 共振仪
extrautils2:suncrystal, 太阳晶体
extrautils2:spotlight, 聚光灯
extrautils2:screen, 屏幕
extrautils2:decorativesolid:0, 镶边石头
extrautils2:decorativesolid:1, 交错石头
extrautils2:decorativesolid:2, 磨制石头
extrautils2:decorativesolid:3, 烧制石头
extrautils2:decorativesolid:4, 沙化玻璃
extrautils2:decorativesolid:5, 錾制石头
extrautils2:decorativesolid:6, 蓝色石英
extrautils2:decorativesolid:7, 焦黑石英
extrautils2:decorativesolid:8, 彩虹石
extrautils2:ingredients:0, 共振红石水晶
extrautils2:ingredients:1, 红石齿轮
extrautils2:ingredients:2, 红石之眼
extrautils2:ingredients:3, 月球之尘
extrautils2:ingredients:4, 红煤
extrautils2:ingredients:5, 月之石
extrautils2:ingredients:6, 速度升级
extrautils2:ingredients:7, 堆叠升级
extrautils2:ingredients:8, 挖掘升级
extrautils2:ingredients:9, 基础升级
extrautils2:ingredients:10, 邪恶点滴
extrautils2:ingredients:11, 恶魔锭
extrautils2:ingredients:12, 附魔锭
extrautils2:ingredients:13, 无线RF加热线圈
extrautils2:ingredients:14, 蓝色染料
extrautils2:ingredients:15, 速度升级（魔法）
extrautils2:ingredients:16, 速度升级（极限）
extrautils2:ingredients:17, 恶魔灌注铁锭
extrautils2:goldenlasso:0, 黄金套索
extrautils2:goldenlasso:1, 诅咒套索
extrautils2:chickenring:0, 鸡翅膀指环
extrautils2:chickenring:1, 飞行鱿鱼指环
extrautils2:angelring:0, 天使指环
extrautils2:angelring:1, 天使指环
extrautils2:angelring:2, 天使指环
extrautils2:angelring:3, 天使指环
extrautils2:angelring:4, 天使指环
extrautils2:angelring:5, 天使指环
extrautils2:powermanager, 能量管理器
extrautils2:bagofholding, 手袋
extrautils2:decorativeglass:0, 增厚玻璃
extrautils2:decorativeglass:1, 增厚玻璃（镶边）
extrautils2:decorativeglass:2, 增厚玻璃（印花）
extrautils2:decorativeglass:3, 暗色玻璃
extrautils2:decorativeglass:4, 荧石玻璃
extrautils2:decorativeglass:5, 红石玻璃
extrautils2:ineffableglass:0, 空灵玻璃
extrautils2:ineffableglass:1, 反转空灵玻璃
extrautils2:ineffableglass:2, 奇妙玻璃
extrautils2:ineffableglass:3, 深色奇妙玻璃
extrautils2:pipe, 传输管道
extrautils2:playerchest, 玩家箱子
extrautils2:wrench, 扳手
extrautils2:boomerang, 魔法回旋镖
extrautils2:book, 实用设备手册
extrautils2:contract, 契约
extrautils2:chunkloader, 区块加载之杖
extrautils2:filter, 过滤器
extrautils2:filterfluids, 流体过滤
extrautils2:grocket:0, 传输节点（物品）
extrautils2:grocket:1, 过滤节点
extrautils2:grocket:2, 传输节点（流体）
extrautils2:grocket:3, 抽取节点（物品）
extrautils2:grocket:4, 抽取节点（流体）
extrautils2:grocket:5, 传输导管过滤器
extrautils2:grocket:6, 传输节点（能源）
extrautils2:indexer, 检索器
extrautils2:indexerremote, 检索遥控器
extrautils2:crafter, 合成器
extrautils2:scanner, 扫描仪
extrautils2:miner, 挖掘器
extrautils2:user, 使用者
extrautils2:klein:0, 克莱因瓶
extrautils2:drum:0, 石桶
extrautils2:drum:1, 铁桶
extrautils2:drum:2, 强化桶
extrautils2:drum:3, 恶魔桶
extrautils2:drum:4, 创造桶
extrautils2:machine:0, 机器方块
extrautils2:machine:0, 电炉
extrautils2:machine:0, 粉碎机
extrautils2:machine:0, 附魔器
extrautils2:machine:0, 生存者发电机
extrautils2:machine:0, 熔炉发电机
extrautils2:machine:0, 厨用发电机
extrautils2:machine:0, 熔岩发电机
extrautils2:machine:0, 高热红石发电机
extrautils2:machine:0, 末影发电机
extrautils2:machine:0, 药水发电机
extrautils2:machine:0, 粉红发电机
extrautils2:machine:0, 超频发电机
extrautils2:machine:0, TNT发电机
extrautils2:machine:0, 下界之星发电机
extrautils2:machine:0, 龙息发电机
extrautils2:machine:0, 霜冻发电机
extrautils2:machine:0, 死亡发电机
extrautils2:machine:0, 祛魔发电机
extrautils2:machine:0, 史莱姆发电机
extrautils2:teleporter:0, 主世界之门
extrautils2:teleporter:1, 漆黑之门
extrautils2:powertransmitter, 无线RF传输器
extrautils2:powerbattery, 无线RF电池
extrautils2:quarryproxy, 量子采石场具现设备
extrautils2:quarry, 量子采石场
extrautils2:spike_wood, 木锥刺方块
extrautils2:spike_stone, 石锥刺方块
extrautils2:spike_iron, 铁锥刺方块
extrautils2:spike_gold, 金锥刺方块
extrautils2:spike_diamond, 钻石锥刺方块
extrautils2:spike_creative, 创造锥刺方块
extrautils2:redstonelantern, 红石灯笼
extrautils2:largishchest, 稍大的箱子
extrautils2:minichest, 迷你箱子
extrautils2:rainbowgenerator:0, 彩虹发电机！
extrautils2:rainbowgenerator:1, 彩虹发电机（下半部分）
extrautils2:rainbowgenerator:2, 彩虹发电机（上半部分）
extrautils2:magicapple, 魔法苹果
extrautils2:simpledecorative:0, 附魔金属块
extrautils2:simpledecorative:1, 恶魔金属块
extrautils2:simpledecorative:2, 恶魔灌注金属块
extrautils2:creativechest, 创造模式箱子
extrautils2:creativeenergy, 创造模式能量源
extrautils2:creativeharvest, 创造模式收割者
extrautils2:trowel, 瓦刀
extrautils2:biomemarker, 生物群系标记
extrautils2:terraformer:0, 地形转化仪
extrautils2:terraformer:1, 天线
extrautils2:terraformer:2, 加湿器
extrautils2:terraformer:3, 除湿器
extrautils2:terraformer:4, 加热器
extrautils2:terraformer:5, 制冷器
extrautils2:terraformer:6, 除怪器
extrautils2:terraformer:7, 魔法吸收器
extrautils2:terraformer:8, 魔法灌注器
extrautils2:terraformer:9, 基本气象单元
extrautils2:trashchest, 垃圾回收箱
extrautils2:opinium:0, Opinium核心（没价值的）
extrautils2:opinium:1, Opinium核心（普通的）
extrautils2:opinium:2, Opinium核心（尚可的）
extrautils2:opinium:3, Opinium核心（比较好的）
extrautils2:opinium:4, Opinium核心（上好的）
extrautils2:opinium:5, Opinium核心（非常棒的）
extrautils2:opinium:6, Opinium核心（让人诧异的）
extrautils2:opinium:7, Opinium核心（激动人心的）
extrautils2:opinium:8, Opinium核心（简直完美的）
extrautils2:lawsword, 鬼哭
extrautils2:flattransfernode:0, 平面传输节点（物品）
extrautils2:flattransfernode:1, 平面传输节点（流体）
extrautils2:analogcrafter, 模拟合成台
extrautils2:decorativebedrock:0, 基岩砖
extrautils2:decorativebedrock:1, 基岩台阶
extrautils2:decorativebedrock:2, 基岩圆石
extrautils2:compoundbow, 复合弓
extrautils2:fireaxe, 消防斧
extrautils2:interactionproxy, 末影代理器
extrautils2:luxsaber:0, 光剑
extrautils2:luxsaber:0, 光剑
extrautils2:luxsaber:1, 光剑
extrautils2:luxsaber:1, 光剑
extrautils2:luxsaber:2, 光剑
extrautils2:luxsaber:2, 光剑
extrautils2:luxsaber:3, 光剑
extrautils2:luxsaber:3, 光剑
extrautils2:luxsaber:4, 光剑
extrautils2:luxsaber:4, 光剑
extrautils2:luxsaber:5, 光剑
extrautils2:luxsaber:5, 光剑
extrautils2:luxsaber:6, 光剑
extrautils2:luxsaber:6, 光剑
extrautils2:luxsaber:7, 光剑
extrautils2:luxsaber:7, 光剑
extrautils2:ironwood_leaves:0, 铁-杜松树叶
extrautils2:ironwood_leaves:1, 烧焦的铁-杜松树叶
extrautils2:ironwood_log:0, 铁-杜松原木
extrautils2:ironwood_log:1, 铁-杜松原木
extrautils2:ironwood_sapling:0, 铁-杜松树苗
extrautils2:ironwood_sapling:1, 死亡的铁-杜松树苗
extrautils2:ironwood_planks:0, 铁-杜松木板
extrautils2:ironwood_planks:1, 原铁-杜松木板
sonarcore:reinforcedstoneblock, 强化石头
sonarcore:reinforcedstonestairs, 强化石楼梯
sonarcore:reinforcedstonefence, 强化石栅栏
sonarcore:reinforcedstonegate, 强化石栅栏门
sonarcore:reinforcedstonebrick, 强化石砖
sonarcore:reinforcedstonebrickstairs, 强化石砖楼梯
sonarcore:reinforcedstonebrickfence, 强化石砖栅栏
sonarcore:reinforcedstonebrickgate, 强化石砖栅栏门
sonarcore:reinforceddirtblock, 强化泥土
sonarcore:reinforceddirtstairs, 强化土楼梯
sonarcore:reinforceddirtfence, 强化土栅栏
sonarcore:reinforceddirtgate, 强化土栅栏门
sonarcore:reinforceddirtbrick, 强化土砖
sonarcore:reinforceddirtbrickstairs, 强化土砖楼梯
sonarcore:reinforceddirtbrickfence, 强化土砖栅栏
sonarcore:reinforceddirtbrickgate, 强化土砖栅栏门
sonarcore:stablestone_normal, 稳定石头
sonarcore:stablestonerimmed_normal, 灰色镶边稳定石块
sonarcore:stablestoneblackrimmed_normal, 灰色镶边深色稳定石块
sonarcore:stablestone_black, 黑色稳定石块
sonarcore:stablestonerimmed_black, 黑色镶边稳定石块
sonarcore:stablestoneblackrimmed_black, 黑色镶边深色稳定石块
sonarcore:stablestone_blue, 蓝色稳定石块
sonarcore:stablestonerimmed_blue, 蓝色镶边稳定石块
sonarcore:stablestoneblackrimmed_blue, 蓝色镶边深色稳定石块
sonarcore:stablestone_brown, 棕色稳定石块
sonarcore:stablestonerimmed_brown, 棕色镶边稳定石块
sonarcore:stablestoneblackrimmed_brown, 棕色镶边深色稳定石块
sonarcore:stablestone_cyan, 青色稳定石块
sonarcore:stablestonerimmed_cyan, 青色镶边稳定石块
sonarcore:stablestoneblackrimmed_cyan, 青色镶边深色稳定石块
sonarcore:stablestone_green, 绿色稳定石块
sonarcore:stablestonerimmed_green, 绿色镶边稳定石块
sonarcore:stablestoneblackrimmed_green, 绿色镶边深色稳定石块
sonarcore:stablestone_lightblue, 淡蓝色稳定石块
sonarcore:stablestonerimmed_lightblue, 淡蓝色镶边稳定石块
sonarcore:stablestoneblackrimmed_lightblue, 淡蓝色镶边深色稳定石块
sonarcore:stablestone_lightgrey, 淡灰色稳定石块
sonarcore:stablestonerimmed_lightgrey, 淡灰色镶边稳定石块
sonarcore:stablestoneblackrimmed_lightgrey, 淡灰色镶边深色稳定石块
sonarcore:stablestone_lime, 黄绿色稳定石块
sonarcore:stablestonerimmed_lime, 黄绿色镶边稳定石块
sonarcore:stablestoneblackrimmed_lime, 黄绿色镶边深色稳定石块
sonarcore:stablestone_magenta, 品红色稳定石块
sonarcore:stablestonerimmed_magenta, 品红色镶边稳定石块
sonarcore:stablestoneblackrimmed_magenta, 品红色镶边深色稳定石块
sonarcore:stablestone_orange, 橙色稳定石块
sonarcore:stablestonerimmed_orange, 橙色镶边稳定石块
sonarcore:stablestoneblackrimmed_orange, 橙色镶边深色稳定石块
sonarcore:stablestone_pink, 粉红色稳定石块
sonarcore:stablestonerimmed_pink, 粉红色镶边稳定石块
sonarcore:stablestoneblackrimmed_pink, 粉红色镶边深色稳定石块
sonarcore:stablestone_plain, 平滑稳定石块
sonarcore:stablestonerimmed_plain, 平滑镶边稳定石块
sonarcore:stablestoneblackrimmed_plain, 平滑镶边深色稳定石块
sonarcore:stablestone_purple, 紫色稳定石块
sonarcore:stablestonerimmed_purple, 紫色镶边稳定石块
sonarcore:stablestoneblackrimmed_purple, 紫色镶边深色稳定石块
sonarcore:stablestone_red, 红色稳定石块
sonarcore:stablestonerimmed_red, 红色镶边稳定石块
sonarcore:stablestoneblackrimmed_red, 红色镶边深色稳定石块
sonarcore:stablestone_yellow, 黄色稳定石块
sonarcore:stablestonerimmed_yellow, 黄色镶边稳定石块
sonarcore:stablestoneblackrimmed_yellow, 黄色镶边深色稳定石块
sonarcore:stableglass, 稳定玻璃
sonarcore:clearstableglass, 透明稳定玻璃
microblockcbe:saw_stone, 石手锯
microblockcbe:saw_iron, 铁手锯
microblockcbe:saw_diamond, 钻石手锯
microblockcbe:stone_rod, 石棍
randomthings:fertilizeddirt, 沃土
randomthings:fertilizeddirttilled, 沃土
randomthings:playerinterface, 玩家接口
randomthings:creativeplayerinterface, 创造玩家接口
randomthings:lapisglass, 青金石玻璃
randomthings:lapislamp, 青金石灯
randomthings:dyeingmachine, 填涂机
randomthings:onlinedetector, 在线侦测器
randomthings:chatdetector, 聊天检测器
randomthings:enderbridge, 末影桥
randomthings:prismarineenderbridge, 海晶石末影桥
randomthings:enderanchor, 末影锚
randomthings:beanstalk, 魔豆茎
randomthings:lesserbeanstalk, 次级魔豆茎
randomthings:beanpod, 豆荚
randomthings:lightredirector, 光线折射器
randomthings:imbuingstation, 灌注台
randomthings:spectreblock, 通灵方块
randomthings:specialchest:0, 自然箱子
randomthings:specialchest:1, 水域箱子
randomthings:analogemitter, 模拟信号发生器
randomthings:fluiddisplay, 流体伪装方块
randomthings:customworkbench, 工作台
randomthings:endermailbox, 末影邮箱
randomthings:pitcherplant, 猪笼草
randomthings:platform:0, 橡木平台
randomthings:platform:1, 云杉木平台
randomthings:platform:2, 白桦木平台
randomthings:platform:3, 丛林木平台
randomthings:platform:4, 金合欢木平台
randomthings:platform:5, 深色橡木平台
randomthings:entitydetector, 实体检测器
randomthings:quartzlamp, 石英灯
randomthings:quartzglass, 石英玻璃
randomthings:potionvaporizer, 药水雾化器
randomthings:voxelprojector, [未完成] 三维投影仪
randomthings:contactbutton, 接触式按钮
randomthings:contactlever, 接触式拉杆
randomthings:sakanade, 纤毛孢子
randomthings:rainshield, 驱雨盾
randomthings:blockbreaker, 方块破坏器
randomthings:superlubricentice, 超级滑滑冰
randomthings:compressedslimeblock, 压缩粘液块
randomthings:superlubricentplatform, 超级滑滑冰平台
randomthings:filteredsuperlubricentplatform, 超级滑滑冰平台（物品过滤）
randomthings:redstoneobserver, 红石观测仪
randomthings:biomeradar, 生物群系雷达
randomthings:irondropper, 铁投掷器
randomthings:igniter, 点火器
randomthings:blockofsticks:0, 脚手架
randomthings:blockofsticks:1, 强化脚手架
randomthings:blazingfire, tile.blazingFire.name
randomthings:luminousblock:0, 荧光白色方块
randomthings:luminousblock:1, 荧光橙色方块
randomthings:luminousblock:2, 荧光品红色方块
randomthings:luminousblock:3, 荧光淡蓝色方块
randomthings:luminousblock:4, 荧光黄色方块
randomthings:luminousblock:5, 荧光黄绿色方块
randomthings:luminousblock:6, 荧光粉红色方块
randomthings:luminousblock:7, 荧光灰色方块
randomthings:luminousblock:8, 荧光淡灰色方块
randomthings:luminousblock:9, 荧光青色方块
randomthings:luminousblock:10, 荧光紫色方块
randomthings:luminousblock:11, 荧光蓝色方块
randomthings:luminousblock:12, 荧光棕色方块
randomthings:luminousblock:13, 荧光绿色方块
randomthings:luminousblock:14, 荧光红色方块
randomthings:luminousblock:15, 荧光黑色方块
randomthings:translucentluminousblock:0, 通透荧光白色方块
randomthings:translucentluminousblock:1, 通透荧光橙色方块
randomthings:translucentluminousblock:2, 通透荧光品红色方块
randomthings:translucentluminousblock:3, 通透荧光淡蓝色方块
randomthings:translucentluminousblock:4, 通透荧光黄色方块
randomthings:translucentluminousblock:5, 通透荧光黄绿色方块
randomthings:translucentluminousblock:6, 通透荧光粉红色方块
randomthings:translucentluminousblock:7, 通透荧光灰色方块
randomthings:translucentluminousblock:8, 通透荧光淡灰色方块
randomthings:translucentluminousblock:9, 通透荧光青色方块
randomthings:translucentluminousblock:10, 通透荧光紫色方块
randomthings:translucentluminousblock:11, 通透荧光蓝色方块
randomthings:translucentluminousblock:12, 通透荧光棕色方块
randomthings:translucentluminousblock:13, 通透荧光绿色方块
randomthings:translucentluminousblock:14, 通透荧光红色方块
randomthings:translucentluminousblock:15, 通透荧光黑色方块
randomthings:inventoryrerouter, 物流管理器
randomthings:slimecube, §a粘液立方体§7
randomthings:peacecandle, 和平蜡烛
randomthings:notificationinterface, 通知接口
randomthings:glowingmushroom, 荧光菇
randomthings:inventorytester, 物流检测器
randomthings:superlubricentstone, 超级滑滑石
randomthings:globalchatdetector, 全局聊天检测器
randomthings:triggerglass, 感知玻璃
randomthings:blockdestabilizer, 方块去稳定器
randomthings:lotus, 莲花
randomthings:ancientbrick, 远古石砖[内部]
randomthings:soundbox, 音箱
randomthings:sounddampener, 隔音器
randomthings:diaphanousblock, 通透方块
randomthings:sidedredstone, 单向红石块
randomthings:spectrelens, 通灵镜片
randomthings:spectreenergyinjector, 通灵能量注入器
randomthings:plate_processing, 集成运输板
randomthings:spectrecoil_normal, 通灵线圈
randomthings:spectrecoil_redstone, 红石通灵线圈
randomthings:spectrecoil_ender, 末影通灵线圈
randomthings:spectrecoil_number, Nr. %s通灵线圈
randomthings:spectrecoil_genesis, 创造模式通灵线圈
randomthings:advancedredstonerepeater, 高级红石中继器
randomthings:advancedredstonetorch_on, 高级红石火把
randomthings:floobrick, 飞路砖
randomthings:spectreplank, 通灵木板
randomthings:spectresapling, 通灵树苗
randomthings:spectrelog, 通灵原木
randomthings:spectreleaf, 通灵树叶
randomthings:itemcollector, 物品收集器
randomthings:advanceditemcollector, 高级物品收集器
randomthings:naturecore, 自然核心
randomthings:biomestone:0, 自然感知圆石
randomthings:biomestone:1, 自然感知石头
randomthings:biomestone:2, 自然感知石砖
randomthings:biomestone:3, 自然感知裂石砖
randomthings:biomestone:4, 自然感知錾制石砖
randomthings:biomeglass, 自然感知玻璃
randomthings:coloredgrass:0, 白色草方块
randomthings:coloredgrass:1, 橙色草方块
randomthings:coloredgrass:2, 品红色草方块
randomthings:coloredgrass:3, 淡蓝色草方块
randomthings:coloredgrass:4, 黄色草方块
randomthings:coloredgrass:5, 黄绿色草方块
randomthings:coloredgrass:6, 粉红色草方块
randomthings:coloredgrass:7, 灰色草方块
randomthings:coloredgrass:8, 淡灰色草方块
randomthings:coloredgrass:9, 青色草方块
randomthings:coloredgrass:10, 紫色草方块
randomthings:coloredgrass:11, 蓝色草方块
randomthings:coloredgrass:12, 棕色草方块
randomthings:coloredgrass:13, 绿色草方块
randomthings:coloredgrass:14, 红色草方块
randomthings:coloredgrass:15, 黑色草方块
randomthings:spectrecore, 通灵核心
randomthings:rainbowlamp, 彩虹灯
randomthings:basicredstoneinterface, 基础红石接口
randomthings:advancedredstoneinterface, 高级红石接口
randomthings:stainedbrick:0, 白色染色砖块
randomthings:stainedbrick:1, 橙色染色砖块
